epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4870.39,1.74889,3.28801,1.83353,0.15876,0.19209,0.08455,0.04303,1.72794,3.09214,1.91455,0.00166633,0.00166633,0.0683397
2,5815.45,1.61992,2.95476,1.74188,0.22734,0.22915,0.15263,0.08552,1.42022,2.52138,1.62833,0.00332475,0.00332475,0.0366648
3,6601.09,1.52871,2.72758,1.67108,0.26941,0.33541,0.216,0.12725,1.31775,2.26482,1.54646,0.00497492,0.00497492,0.00498164
4,7414.46,1.47118,2.55593,1.62523,0.30887,0.34565,0.25334,0.15435,1.29833,2.11052,1.54558,0.00496288,0.00496288,0.00496288
5,8257.75,1.43024,2.42527,1.59849,0.3559,0.40282,0.31952,0.19746,1.23744,1.95112,1.49312,0.0049505,0.0049505,0.0049505
6,9071.99,1.39554,2.32093,1.5632,0.41007,0.41362,0.36252,0.22614,1.21126,1.83178,1.46689,0.00493813,0.00493813,0.00493813
7,9846.53,1.37043,2.22433,1.54027,0.45772,0.42064,0.40223,0.25486,1.19932,1.73765,1.44745,0.00492575,0.00492575,0.00492575
8,10614.5,1.35608,2.15618,1.52837,0.49563,0.43398,0.43362,0.28092,1.16907,1.66063,1.42539,0.00491338,0.00491338,0.00491338
9,11366.3,1.33334,2.08756,1.51157,0.48798,0.47088,0.45495,0.2968,1.16079,1.60061,1.41431,0.004901,0.004901,0.004901
10,12141.1,1.31259,2.03107,1.49339,0.51453,0.48152,0.47344,0.31002,1.14364,1.55543,1.3935,0.00488863,0.00488863,0.00488863
11,12913.3,1.30688,1.98834,1.48034,0.52461,0.49389,0.49324,0.32613,1.12764,1.51845,1.37805,0.00487625,0.00487625,0.00487625
12,13679.7,1.2867,1.93765,1.46462,0.52238,0.51902,0.50732,0.33667,1.11771,1.47813,1.36709,0.00486388,0.00486388,0.00486388
13,14469.9,1.27649,1.88685,1.45542,0.55834,0.51205,0.52421,0.35177,1.10628,1.44197,1.35833,0.0048515,0.0048515,0.0048515
14,15234,1.26071,1.85801,1.44079,0.57197,0.52021,0.53717,0.36088,1.09637,1.4074,1.34937,0.00483913,0.00483913,0.00483913
15,16005.7,1.25936,1.82588,1.43421,0.57514,0.53361,0.55287,0.37447,1.08704,1.37544,1.33916,0.00482675,0.00482675,0.00482675
16,16814.8,1.24277,1.78581,1.42019,0.59679,0.53546,0.56219,0.38241,1.07903,1.34922,1.33278,0.00481438,0.00481438,0.00481438
17,17598.1,1.24135,1.76488,1.41787,0.60223,0.53711,0.57458,0.39118,1.0743,1.32433,1.32819,0.004802,0.004802,0.004802
18,18371.8,1.22836,1.72977,1.40606,0.61115,0.55035,0.58491,0.40008,1.06954,1.30469,1.32234,0.00478963,0.00478963,0.00478963
19,19160.5,1.22265,1.70481,1.39702,0.61187,0.56018,0.59299,0.4066,1.06532,1.28818,1.31539,0.00477725,0.00477725,0.00477725
20,19933.7,1.2099,1.67141,1.38912,0.63049,0.55611,0.59961,0.41329,1.05955,1.27181,1.30906,0.00476488,0.00476488,0.00476488
21,20708.5,1.20822,1.66761,1.38578,0.62747,0.56269,0.60677,0.41885,1.05391,1.26003,1.30485,0.0047525,0.0047525,0.0047525
22,21489.9,1.2024,1.63582,1.3758,0.63409,0.56331,0.61184,0.42348,1.04922,1.2484,1.30005,0.00474013,0.00474013,0.00474013
23,22267,1.19746,1.6174,1.36939,0.63564,0.56699,0.61714,0.42727,1.04635,1.23852,1.29652,0.00472775,0.00472775,0.00472775
24,23016.8,1.18743,1.5843,1.35859,0.63945,0.57142,0.62218,0.43125,1.04392,1.22877,1.29461,0.00471537,0.00471537,0.00471537
25,23798.8,1.17966,1.56032,1.35383,0.63784,0.57757,0.62546,0.4348,1.041,1.22167,1.29276,0.004703,0.004703,0.004703
26,24571.9,1.17756,1.54355,1.35024,0.63977,0.58493,0.62924,0.43841,1.03859,1.21418,1.29062,0.00469063,0.00469063,0.00469063
27,25361.3,1.16897,1.52939,1.34539,0.64628,0.58655,0.63327,0.44208,1.03634,1.20725,1.28854,0.00467825,0.00467825,0.00467825
28,26163.6,1.15917,1.50115,1.33674,0.65013,0.58597,0.63644,0.4447,1.03631,1.20801,1.28679,0.00466587,0.00466587,0.00466587
29,26958.6,1.15927,1.49081,1.33776,0.21259,0.05509,0.09425,0.07373,1.04766,inf,1.28327,0.0046535,0.0046535,0.0046535
30,27758.5,1.15156,1.46778,1.32751,2e-05,0.03358,1e-05,0,1.03811,inf,1.28484,0.00464113,0.00464113,0.00464113
31,28543.9,1.14756,1.45434,1.32509,2e-05,0.03535,1e-05,0,1.02777,inf,1.28377,0.00462875,0.00462875,0.00462875
32,29322.8,1.14772,1.43674,1.31969,2e-05,0.03551,1e-05,0,1.02547,inf,1.28078,0.00461637,0.00461637,0.00461637
