epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,3391.13,1.47749,2.59689,1.58428,0.24575,0.32355,0.21919,0.1284,1.36881,2.31872,1.52297,0.00476488,0.00476488,0.00476488
21,3509.29,1.47222,2.59056,1.58346,0.26613,0.32104,0.21922,0.12832,1.34501,2.33515,1.52552,0.0047525,0.0047525,0.0047525
22,3626.61,1.47404,2.56808,1.57717,0.24536,0.32929,0.23031,0.13653,1.32892,2.28622,1.50566,0.00474013,0.00474013,0.00474013
23,3744.92,1.47164,2.54132,1.56968,0.2652,0.31122,0.238,0.13982,1.36417,2.27028,1.5232,0.00472775,0.00472775,0.00472775
24,3863.06,1.45344,2.51082,1.56878,0.37847,0.30693,0.2364,0.13854,1.36418,2.29383,1.54504,0.00471537,0.00471537,0.00471537
25,3979.98,1.4458,2.48294,1.55815,0.2443,0.33448,0.2221,0.13234,1.36052,2.26673,1.53453,0.004703,0.004703,0.004703
26,4097.01,1.45363,2.49224,1.5562,0.23077,0.34061,0.23104,0.13386,1.34953,2.30149,1.51596,0.00469063,0.00469063,0.00469063
27,4213.45,1.43127,2.46678,1.54778,0.2644,0.33695,0.22062,0.13441,1.35916,2.23924,1.52055,0.00467825,0.00467825,0.00467825
28,4330.05,1.4238,2.42359,1.53892,0.26604,0.37416,0.2566,0.15154,1.30771,2.19251,1.48606,0.00466587,0.00466587,0.00466587
29,4447.75,1.43603,2.4446,1.55319,0.31732,0.37237,0.24828,0.14735,1.33341,2.21836,1.49877,0.0046535,0.0046535,0.0046535
30,4564.17,1.42701,2.43022,1.55369,0.26365,0.36063,0.25402,0.15154,1.33348,2.21125,1.52028,0.00464113,0.00464113,0.00464113
31,4681.4,1.42373,2.40287,1.54027,0.28346,0.37294,0.25741,0.15838,1.3036,2.15623,1.49064,0.00462875,0.00462875,0.00462875
32,4798.95,1.40297,2.34113,1.52549,0.31063,0.37835,0.27153,0.16504,1.30911,2.10487,1.48693,0.00461637,0.00461637,0.00461637
33,4916.61,1.40544,2.35581,1.53155,0.3071,0.38909,0.28381,0.16998,1.3125,2.08267,1.48365,0.004604,0.004604,0.004604
34,5034.41,1.39668,2.34475,1.52291,0.33877,0.38137,0.29113,0.1764,1.29073,2.06309,1.46463,0.00459163,0.00459163,0.00459163
35,5151.81,1.39579,2.30147,1.51922,0.33784,0.38671,0.29689,0.1809,1.29462,2.04132,1.48069,0.00457925,0.00457925,0.00457925
36,5269.36,1.39346,2.27994,1.51391,0.35682,0.38084,0.30451,0.18756,1.28592,2.06175,1.45341,0.00456687,0.00456687,0.00456687
37,5387.67,1.40444,2.28164,1.5192,0.4143,0.35996,0.3199,0.19475,1.29504,2.02138,1.47711,0.0045545,0.0045545,0.0045545
38,5506.79,1.37499,2.24939,1.50564,0.37342,0.38607,0.32395,0.19649,1.28655,2.06081,1.46867,0.00454213,0.00454213,0.00454213
39,5625.65,1.37625,2.2415,1.49318,0.30738,0.39588,0.30924,0.19262,1.291,2.0658,1.46243,0.00452975,0.00452975,0.00452975
40,5744,1.38141,2.24016,1.50667,0.34949,0.39889,0.31635,0.19522,1.30041,2.02358,1.46479,0.00451737,0.00451737,0.00451737
41,5861.57,1.3622,2.21732,1.48868,0.38408,0.39509,0.33206,0.20724,1.28177,1.94912,1.44887,0.004505,0.004505,0.004505
42,5980.37,1.36911,2.19446,1.48705,0.37604,0.40016,0.34175,0.20989,1.28083,1.95609,1.45934,0.00449263,0.00449263,0.00449263
43,6099.35,1.36211,2.1852,1.47774,0.37677,0.41922,0.34703,0.21464,1.25109,1.90281,1.43192,0.00448025,0.00448025,0.00448025
44,6218.54,1.35768,2.18778,1.47841,0.40646,0.39373,0.35206,0.21682,1.26095,1.90519,1.43234,0.00446788,0.00446788,0.00446788
45,6337.45,1.34591,2.15035,1.46826,0.38962,0.4208,0.35184,0.21643,1.26647,1.90247,1.43886,0.0044555,0.0044555,0.0044555
46,6455.35,1.3558,2.16453,1.47016,0.41905,0.38859,0.36389,0.22435,1.23791,1.91222,1.41919,0.00444313,0.00444313,0.00444313
47,6574.14,1.34763,2.14464,1.46699,0.428,0.42272,0.36414,0.2242,1.26735,1.89676,1.43071,0.00443075,0.00443075,0.00443075
48,6692.19,1.34043,2.14196,1.46325,0.38689,0.43987,0.36567,0.22773,1.25406,1.8668,1.43755,0.00441838,0.00441838,0.00441838
49,6811.11,1.33578,2.1146,1.4583,0.38188,0.43447,0.35921,0.23007,1.24244,1.88681,1.42216,0.004406,0.004406,0.004406
50,6929.56,1.34476,2.1137,1.47023,0.40644,0.4154,0.35801,0.22195,1.25912,1.8849,1.43038,0.00439362,0.00439362,0.00439362
51,7047.66,1.33712,2.13351,1.46207,0.42619,0.41224,0.37451,0.23115,1.25292,1.86973,1.42562,0.00438125,0.00438125,0.00438125
52,7166.54,1.32879,2.08114,1.45375,0.39548,0.43559,0.3724,0.23325,1.24491,1.86363,1.42167,0.00436888,0.00436888,0.00436888
53,7285.5,1.3245,2.06887,1.44976,0.43683,0.43495,0.38949,0.24974,1.23788,1.79182,1.40867,0.0043565,0.0043565,0.0043565
54,7403.98,1.32545,2.04926,1.43988,0.426,0.45676,0.39323,0.24538,1.23779,1.79816,1.4189,0.00434412,0.00434412,0.00434412
55,7521.93,1.31148,2.03109,1.43869,0.41627,0.43077,0.38594,0.24146,1.24334,1.80327,1.4194,0.00433175,0.00433175,0.00433175
56,7639.55,1.30659,2.01789,1.43385,0.44018,0.43161,0.38852,0.24249,1.24006,1.80019,1.42068,0.00431938,0.00431938,0.00431938
57,7757.71,1.31451,2.00517,1.42946,0.47145,0.42043,0.40358,0.25631,1.23741,1.77635,1.40907,0.004307,0.004307,0.004307
58,7876.38,1.31212,2.04839,1.43492,0.42723,0.46355,0.39775,0.25442,1.22914,1.79076,1.3964,0.00429463,0.00429463,0.00429463
59,7994.74,1.29416,2.00233,1.41653,0.44552,0.45348,0.40301,0.25642,1.22317,1.76186,1.38833,0.00428225,0.00428225,0.00428225
60,8113.72,1.29237,2.00274,1.42131,0.47529,0.43159,0.40732,0.25678,1.22828,1.75248,1.39577,0.00426988,0.00426988,0.00426988
61,8232.88,1.30418,1.98555,1.42808,0.46537,0.46852,0.41519,0.25827,1.22455,1.74721,1.3952,0.0042575,0.0042575,0.0042575
62,8351.7,1.29111,1.96855,1.41611,0.41867,0.45399,0.39802,0.25254,1.22424,1.74855,1.40053,0.00424513,0.00424513,0.00424513
63,8469.72,1.28827,1.97498,1.42361,0.43606,0.46799,0.41261,0.26248,1.21299,1.73155,1.39044,0.00423275,0.00423275,0.00423275
64,8588.12,1.29072,1.94206,1.42035,0.45946,0.44954,0.41569,0.26581,1.22484,1.72341,1.39517,0.00422038,0.00422038,0.00422038
65,8706.99,1.27601,1.94399,1.40821,0.47346,0.45851,0.43802,0.27581,1.22,1.70718,1.38804,0.004208,0.004208,0.004208
66,8825.7,1.27199,1.91536,1.4106,0.44729,0.45953,0.42668,0.27519,1.21743,1.71143,1.39404,0.00419563,0.00419563,0.00419563
67,8943.19,1.29334,1.94213,1.41837,0.44328,0.47546,0.42096,0.26931,1.21279,1.71868,1.38596,0.00418325,0.00418325,0.00418325
68,9060.94,1.28082,1.92928,1.4121,0.44254,0.48821,0.43375,0.27779,1.21598,1.69139,1.38456,0.00417088,0.00417088,0.00417088
69,9179.93,1.28155,1.88951,1.40487,0.44848,0.49226,0.43399,0.27898,1.21542,1.67812,1.37744,0.0041585,0.0041585,0.0041585
70,9298.58,1.26512,1.87581,1.39957,0.43688,0.49377,0.43193,0.27814,1.2186,1.67191,1.39014,0.00414612,0.00414612,0.00414612
71,9416.81,1.26536,1.90211,1.39351,0.46182,0.50094,0.44429,0.2898,1.21354,1.6535,1.37538,0.00413375,0.00413375,0.00413375
72,9535.95,1.26349,1.87996,1.39249,0.49796,0.48619,0.44822,0.29013,1.20899,1.65698,1.37526,0.00412138,0.00412138,0.00412138
73,9654.74,1.25783,1.88113,1.38286,0.44268,0.49752,0.44146,0.28497,1.21786,1.65149,1.38076,0.004109,0.004109,0.004109
74,9772.52,1.25166,1.83746,1.38032,0.46878,0.49313,0.44771,0.28409,1.21952,1.64953,1.37809,0.00409662,0.00409662,0.00409662
75,9890.1,1.25833,1.85555,1.38227,0.45574,0.51119,0.44361,0.2881,1.21534,1.66628,1.37605,0.00408425,0.00408425,0.00408425
76,10008,1.24553,1.85206,1.3799,0.46362,0.48257,0.44672,0.28996,1.21023,1.66387,1.37803,0.00407187,0.00407187,0.00407187
77,10126.4,1.25366,1.85129,1.38376,0.47419,0.48235,0.44937,0.2951,1.19856,1.64981,1.36839,0.0040595,0.0040595,0.0040595
78,10245.1,1.24745,1.8376,1.37101,0.49552,0.44596,0.44961,0.29236,1.21283,1.63898,1.37765,0.00404712,0.00404712,0.00404712
79,10363,1.25152,1.81686,1.38388,0.44927,0.49997,0.456,0.29608,1.20229,1.63259,1.36839,0.00403475,0.00403475,0.00403475
80,10482.1,1.24492,1.81915,1.37573,0.47035,0.49205,0.45563,0.29406,1.20844,1.63793,1.37158,0.00402237,0.00402237,0.00402237
81,10601.3,1.2365,1.80758,1.37351,0.49352,0.47535,0.45443,0.29407,1.19207,1.64001,1.36542,0.00401,0.00401,0.00401
82,10720,1.24056,1.80838,1.36997,0.488,0.46833,0.46048,0.29871,1.19219,1.61551,1.36037,0.00399763,0.00399763,0.00399763
83,10840,1.2472,1.81395,1.37321,0.44592,0.54084,0.46722,0.30367,1.19495,1.5905,1.36123,0.00398525,0.00398525,0.00398525
84,10959.8,1.24652,1.78381,1.37533,0.47948,0.49791,0.46407,0.30799,1.19224,1.58059,1.36281,0.00397287,0.00397287,0.00397287
85,11079.4,1.23727,1.78011,1.36276,0.45736,0.51988,0.46373,0.30659,1.18921,1.58632,1.35787,0.0039605,0.0039605,0.0039605
86,11197.9,1.23607,1.78488,1.36228,0.46029,0.499,0.46756,0.30913,1.19324,1.60148,1.36082,0.00394813,0.00394813,0.00394813
87,11317.6,1.2327,1.78163,1.3634,0.48471,0.48547,0.46821,0.30759,1.19503,1.58526,1.3566,0.00393575,0.00393575,0.00393575
88,11436,1.22785,1.7669,1.35313,0.48375,0.4999,0.46904,0.30686,1.19036,1.57321,1.35267,0.00392337,0.00392337,0.00392337
89,11554.5,1.22582,1.73173,1.35598,0.47169,0.51823,0.47278,0.31046,1.18645,1.56982,1.35091,0.003911,0.003911,0.003911
90,11673.9,1.2269,1.74826,1.35723,0.50734,0.47779,0.47326,0.31101,1.18056,1.57023,1.34687,0.00389863,0.00389863,0.00389863
91,11793.4,1.21295,1.71786,1.34413,0.52209,0.47707,0.47181,0.30917,1.17997,1.5758,1.34449,0.00388625,0.00388625,0.00388625
92,11911.8,1.23209,1.75006,1.36045,0.50064,0.4881,0.47537,0.31058,1.17932,1.5688,1.3414,0.00387388,0.00387388,0.00387388
93,12030.4,1.2109,1.72227,1.34753,0.51768,0.47818,0.47838,0.30891,1.18216,1.56744,1.34496,0.0038615,0.0038615,0.0038615
94,12148.1,1.21352,1.69476,1.34328,0.52368,0.49397,0.4827,0.31361,1.17446,1.56032,1.34261,0.00384913,0.00384913,0.00384913
95,12267.4,1.21914,1.70666,1.34443,0.47794,0.52182,0.47693,0.31126,1.18617,1.56536,1.34758,0.00383675,0.00383675,0.00383675
96,12385,1.21627,1.69029,1.34686,0.50377,0.50004,0.47963,0.31437,1.18962,1.57146,1.34698,0.00382438,0.00382438,0.00382438
97,12504.1,1.21034,1.68521,1.34612,0.53377,0.48602,0.48621,0.31695,1.1863,1.5541,1.34765,0.003812,0.003812,0.003812
98,12623.1,1.19135,1.67853,1.32708,0.5381,0.4826,0.48823,0.31735,1.1796,1.55344,1.34162,0.00379963,0.00379963,0.00379963
99,12742.8,1.19237,1.67932,1.33094,0.53727,0.49215,0.48791,0.31773,1.17767,1.55343,1.34127,0.00378725,0.00378725,0.00378725
100,12861.5,1.20275,1.66749,1.33316,0.54991,0.47155,0.48642,0.31452,1.18154,1.55435,1.34196,0.00377488,0.00377488,0.00377488
101,12979.7,1.19788,1.64857,1.33155,0.51232,0.50288,0.48722,0.316,1.18628,1.55579,1.34772,0.0037625,0.0037625,0.0037625
102,13097.5,1.19957,1.6678,1.33348,0.51996,0.4997,0.4871,0.31713,1.1849,1.54566,1.34488,0.00375013,0.00375013,0.00375013
103,13215.8,1.18715,1.64701,1.32561,0.55652,0.47276,0.4878,0.31983,1.18545,1.54719,1.34519,0.00373775,0.00373775,0.00373775
104,13335,1.21149,1.64511,1.34063,0.52477,0.48568,0.48675,0.32061,1.18834,1.55101,1.34593,0.00372537,0.00372537,0.00372537
105,13454.2,1.18259,1.61238,1.32013,0.55646,0.47689,0.48954,0.31975,1.18585,1.54878,1.34612,0.003713,0.003713,0.003713
106,13572.2,1.19467,1.63657,1.33347,0.55088,0.48516,0.49121,0.31981,1.17337,1.54582,1.33677,0.00370063,0.00370063,0.00370063
107,13691,1.18914,1.60534,1.31774,0.50655,0.50582,0.4896,0.32208,1.16927,1.54019,1.33126,0.00368825,0.00368825,0.00368825
108,13811.3,1.17475,1.59513,1.31435,0.49802,0.51161,0.48931,0.32267,1.16942,1.54214,1.33193,0.00367587,0.00367587,0.00367587
109,13930.6,1.17967,1.58829,1.31603,0.55411,0.46833,0.48765,0.3227,1.16456,1.54083,1.32599,0.0036635,0.0036635,0.0036635
110,14050.2,1.18636,1.60566,1.31737,0.55672,0.46673,0.49033,0.32346,1.16717,1.54349,1.32909,0.00365113,0.00365113,0.00365113
111,14169.3,1.16989,1.58215,1.31028,0.53991,0.48078,0.48928,0.32302,1.16781,1.53953,1.32877,0.00363875,0.00363875,0.00363875
112,14287.1,1.17319,1.58172,1.31197,0.52853,0.49834,0.49151,0.3235,1.16791,1.53444,1.32851,0.00362637,0.00362637,0.00362637
113,14406.6,1.17533,1.57815,1.31345,0.52564,0.50523,0.49445,0.32548,1.16832,1.52747,1.32968,0.003614,0.003614,0.003614
114,14526.4,1.17036,1.57765,1.3131,0.53038,0.50547,0.49886,0.32775,1.16662,1.52586,1.32977,0.00360163,0.00360163,0.00360163
115,14645.9,1.17058,1.57053,1.31139,0.53817,0.50423,0.49907,0.32871,1.17198,1.52263,1.33589,0.00358925,0.00358925,0.00358925
116,14765.4,1.16655,1.57187,1.31289,0.5369,0.50606,0.49854,0.33148,1.17023,1.52246,1.33547,0.00357688,0.00357688,0.00357688
117,14884.5,1.17017,1.55183,1.3074,0.54508,0.49517,0.50134,0.33248,1.17014,1.52139,1.33416,0.0035645,0.0035645,0.0035645
118,15003.6,1.18096,1.55017,1.30725,0.55051,0.48891,0.50105,0.33197,1.17015,1.52139,1.33362,0.00355212,0.00355212,0.00355212
119,15122.6,1.1585,1.52968,1.29361,0.53386,0.50108,0.50153,0.33464,1.17137,1.51655,1.33408,0.00353975,0.00353975,0.00353975
120,15241.2,1.15529,1.51992,1.29943,0.5401,0.48435,0.49982,0.33181,1.173,1.51774,1.33422,0.00352737,0.00352737,0.00352737
121,15359.1,1.15552,1.52779,1.301,0.53951,0.49813,0.5005,0.3318,1.17225,1.51342,1.33224,0.003515,0.003515,0.003515
122,15478.1,1.15709,1.52832,1.29943,0.52753,0.50437,0.50175,0.33307,1.17271,1.50434,1.3325,0.00350263,0.00350263,0.00350263
123,15596.2,1.15359,1.50502,1.28488,0.53586,0.49194,0.50128,0.33289,1.17229,1.50364,1.33284,0.00349025,0.00349025,0.00349025
124,15714.9,1.14738,1.4858,1.28299,0.5408,0.496,0.50039,0.33341,1.17352,1.50379,1.33264,0.00347788,0.00347788,0.00347788
125,15833.7,1.14763,1.49802,1.28689,0.53726,0.50546,0.50113,0.33479,1.17341,1.50021,1.33247,0.0034655,0.0034655,0.0034655
126,15953,1.14642,1.502,1.29377,0.53368,0.50857,0.503,0.33673,1.17217,1.49933,1.33264,0.00345313,0.00345313,0.00345313
127,16072.4,1.15323,1.50214,1.29073,0.54225,0.50092,0.50329,0.33529,1.17018,1.50079,1.331,0.00344075,0.00344075,0.00344075
128,16190.9,1.14692,1.5049,1.29361,0.5545,0.4927,0.50606,0.33664,1.17066,1.49996,1.33091,0.00342838,0.00342838,0.00342838
129,16309.3,1.13716,1.48158,1.28046,0.55379,0.49416,0.50482,0.33674,1.1709,1.50087,1.33231,0.003416,0.003416,0.003416
130,16428.3,1.12626,1.45599,1.2729,0.5465,0.49536,0.50509,0.33609,1.17053,1.50249,1.33155,0.00340363,0.00340363,0.00340363
131,16546.9,1.1356,1.46076,1.27505,0.51564,0.52696,0.50589,0.3367,1.17205,1.4986,1.33276,0.00339125,0.00339125,0.00339125
132,16665.2,1.14393,1.47159,1.28498,0.53083,0.51107,0.50637,0.33736,1.17123,1.49652,1.33247,0.00337887,0.00337887,0.00337887
133,16784.3,1.13304,1.44424,1.27683,0.53217,0.50692,0.50735,0.33889,1.17298,1.49671,1.33342,0.0033665,0.0033665,0.0033665
134,16904.3,1.13015,1.44112,1.26713,0.52305,0.52469,0.50743,0.33835,1.17213,1.49247,1.33217,0.00335412,0.00335412,0.00335412
135,17022.9,1.12826,1.44769,1.27043,0.52065,0.52222,0.50836,0.33784,1.171,1.49294,1.33018,0.00334175,0.00334175,0.00334175
136,17141.3,1.13847,1.42778,1.27846,0.57308,0.47929,0.50993,0.33896,1.17279,1.49536,1.33099,0.00332937,0.00332937,0.00332937
137,17259.7,1.11058,1.40869,1.25821,0.58406,0.479,0.50868,0.3389,1.17378,1.49515,1.33182,0.003317,0.003317,0.003317
138,17377.4,1.1265,1.43716,1.2676,0.5704,0.48651,0.50986,0.33954,1.17346,1.49743,1.33097,0.00330462,0.00330462,0.00330462
139,17496.8,1.12928,1.42025,1.26634,0.53973,0.51107,0.51027,0.3394,1.17511,1.49635,1.33335,0.00329225,0.00329225,0.00329225
140,17614.8,1.14231,1.4305,1.27713,0.52868,0.51487,0.51,0.33951,1.17481,1.49631,1.33368,0.00327988,0.00327988,0.00327988
141,17732.4,1.1229,1.40567,1.26573,0.53707,0.50783,0.5097,0.33948,1.17615,1.49438,1.33522,0.0032675,0.0032675,0.0032675
142,17850,1.12497,1.39568,1.26706,0.53677,0.51827,0.51033,0.3394,1.17724,1.49665,1.33574,0.00325512,0.00325512,0.00325512
143,17967.5,1.10953,1.39348,1.26257,0.53343,0.5241,0.50949,0.33824,1.1775,1.49727,1.33569,0.00324275,0.00324275,0.00324275
144,18085,1.13577,1.40759,1.27351,0.53436,0.52518,0.51054,0.33804,1.1769,1.49599,1.33499,0.00323038,0.00323038,0.00323038
145,18203.2,1.11401,1.38867,1.26125,0.52808,0.53847,0.51021,0.33792,1.17663,1.4953,1.33478,0.003218,0.003218,0.003218
146,18321,1.11505,1.37386,1.25857,0.52376,0.53607,0.51071,0.33987,1.17473,1.49516,1.33333,0.00320562,0.00320562,0.00320562
147,18440,1.11274,1.37726,1.26132,0.51805,0.54555,0.51061,0.3394,1.17516,1.49555,1.33288,0.00319325,0.00319325,0.00319325
148,18557.5,1.10263,1.36549,1.2472,0.52396,0.54077,0.51032,0.3392,1.17607,1.49694,1.33337,0.00318088,0.00318088,0.00318088
149,18674.5,1.1089,1.3431,1.25971,0.52685,0.5484,0.51045,0.33818,1.17762,1.49855,1.33534,0.0031685,0.0031685,0.0031685
150,18792.3,1.09622,1.34457,1.24554,0.5277,0.54912,0.51208,0.33937,1.17889,1.49881,1.33627,0.00315612,0.00315612,0.00315612
151,18910.2,1.09623,1.34282,1.24892,0.52502,0.55208,0.51198,0.33891,1.1789,1.49936,1.3365,0.00314375,0.00314375,0.00314375
152,19027.8,1.10009,1.32804,1.24424,0.52583,0.55092,0.51245,0.33794,1.17764,1.49857,1.33562,0.00313138,0.00313138,0.00313138
153,19145.8,1.10161,1.34152,1.25032,0.52778,0.55245,0.51145,0.33879,1.17906,1.4983,1.33765,0.003119,0.003119,0.003119
154,19263.3,1.09977,1.31434,1.24621,0.5279,0.55439,0.51146,0.33944,1.17875,1.49971,1.33687,0.00310662,0.00310662,0.00310662
155,19381.1,1.09564,1.31549,1.24188,0.53278,0.55207,0.51181,0.3397,1.17946,1.50027,1.33773,0.00309425,0.00309425,0.00309425
156,19499.1,1.09872,1.34349,1.24249,0.53226,0.55175,0.51191,0.33928,1.18022,1.50124,1.338,0.00308187,0.00308187,0.00308187
157,19616.6,1.08756,1.29581,1.23791,0.53501,0.54472,0.51462,0.33995,1.17936,1.50223,1.33767,0.0030695,0.0030695,0.0030695
158,19734.7,1.09215,1.29505,1.23674,0.53669,0.53995,0.5147,0.33962,1.17801,1.50283,1.33603,0.00305712,0.00305712,0.00305712
159,19852,1.09139,1.30124,1.24693,0.5406,0.54062,0.51418,0.33865,1.17656,1.50501,1.33535,0.00304475,0.00304475,0.00304475
160,19969.4,1.08159,1.2761,1.23724,0.54758,0.53127,0.51478,0.33886,1.17664,1.505,1.33565,0.00303237,0.00303237,0.00303237
161,20087,1.07796,1.28174,1.23478,0.54501,0.52926,0.51397,0.33835,1.1768,1.50452,1.33631,0.00302,0.00302,0.00302
162,20204.3,1.09425,1.30707,1.2423,0.54137,0.53334,0.51401,0.33868,1.17775,1.50249,1.33759,0.00300762,0.00300762,0.00300762
163,20321.6,1.07329,1.26008,1.23096,0.53998,0.53239,0.51409,0.3393,1.17693,1.50099,1.33658,0.00299525,0.00299525,0.00299525
164,20439,1.07266,1.28045,1.22777,0.54374,0.53147,0.51453,0.34018,1.17709,1.49974,1.3369,0.00298288,0.00298288,0.00298288
165,20557.2,1.06906,1.27867,1.22295,0.551,0.53058,0.51408,0.34041,1.17522,1.49943,1.33492,0.0029705,0.0029705,0.0029705
166,20675.1,1.0642,1.2582,1.21914,0.55756,0.52553,0.51528,0.34083,1.17479,1.49935,1.33506,0.00295813,0.00295813,0.00295813
167,20793.8,1.0818,1.26686,1.2288,0.56291,0.52173,0.51523,0.34054,1.17495,1.5,1.33485,0.00294575,0.00294575,0.00294575
168,20911.3,1.06979,1.24489,1.22488,0.5565,0.52276,0.5165,0.34056,1.17422,1.50096,1.33437,0.00293338,0.00293338,0.00293338
169,21028.8,1.07587,1.26538,1.23382,0.55781,0.52222,0.51628,0.34119,1.17482,1.50039,1.33454,0.002921,0.002921,0.002921
170,21147.1,1.07258,1.2319,1.22432,0.55906,0.52292,0.51702,0.3417,1.17503,1.50018,1.33488,0.00290863,0.00290863,0.00290863
171,21265.1,1.05966,1.22021,1.2142,0.56438,0.52114,0.5174,0.34154,1.17426,1.50046,1.33399,0.00289625,0.00289625,0.00289625
172,21382.7,1.05794,1.22944,1.21967,0.56827,0.51411,0.51555,0.3417,1.17422,1.5012,1.33381,0.00288388,0.00288388,0.00288388
173,21501,1.05552,1.2237,1.21028,0.56806,0.51369,0.51602,0.34218,1.17382,1.50161,1.33312,0.0028715,0.0028715,0.0028715
174,21619.5,1.06297,1.21924,1.21587,0.57348,0.51437,0.51895,0.34237,1.17234,1.50169,1.33155,0.00285913,0.00285913,0.00285913
175,21738.1,1.04736,1.19847,1.20648,0.57288,0.51696,0.5204,0.34307,1.17279,1.50096,1.33192,0.00284675,0.00284675,0.00284675
176,21856.8,1.06325,1.20406,1.21326,0.56902,0.51961,0.52012,0.34327,1.17258,1.50024,1.33158,0.00283438,0.00283438,0.00283438
177,21974.9,1.06281,1.21627,1.21808,0.57372,0.51786,0.5201,0.34342,1.17242,1.50063,1.33129,0.002822,0.002822,0.002822
178,22093.3,1.05235,1.20023,1.21067,0.57489,0.51816,0.51973,0.34358,1.17189,1.49984,1.33071,0.00280963,0.00280963,0.00280963
179,22211,1.06785,1.20894,1.22092,0.57516,0.51921,0.52029,0.34395,1.17281,1.49988,1.33163,0.00279725,0.00279725,0.00279725
180,22329.2,1.05708,1.19331,1.21129,0.57566,0.52095,0.52065,0.34439,1.17166,1.50031,1.33003,0.00278488,0.00278488,0.00278488
181,22447.7,1.058,1.20098,1.21081,0.57466,0.52031,0.52109,0.34553,1.17143,1.49968,1.32961,0.0027725,0.0027725,0.0027725
182,22566.5,1.0476,1.18578,1.21119,0.57549,0.52034,0.52229,0.34613,1.17091,1.49981,1.32925,0.00276012,0.00276012,0.00276012
183,22685.4,1.04552,1.17213,1.20737,0.57751,0.51993,0.52295,0.34735,1.17253,1.49966,1.33067,0.00274775,0.00274775,0.00274775
184,22803.6,1.03934,1.17868,1.19955,0.57634,0.51611,0.52308,0.34811,1.17204,1.50101,1.32988,0.00273537,0.00273537,0.00273537
185,22922.3,1.03228,1.15408,1.19458,0.57969,0.51553,0.52332,0.34813,1.17253,1.50147,1.32988,0.002723,0.002723,0.002723
