epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,3624.62,1.62,2.9641,1.74818,0.13968,0.18082,0.09998,0.05382,1.53076,3.00456,1.74264,0.0096004,0.0096004,0.0096004
14,3875.76,1.62049,2.92498,1.74509,0.18316,0.23227,0.1525,0.07829,1.45988,2.69685,1.69629,0.0095671,0.0095671,0.0095671
15,4127.21,1.58176,2.86973,1.723,0.28974,0.25287,0.12955,0.07156,1.43746,2.67834,1.68836,0.0095338,0.0095338,0.0095338
16,4377.34,1.58795,2.8769,1.72873,0.32254,0.22743,0.1466,0.08217,1.48563,2.62906,1.6648,0.0095005,0.0095005,0.0095005
17,4628.9,1.57317,2.8311,1.71122,0.20034,0.27444,0.1569,0.08693,1.42511,2.65202,1.66371,0.0094672,0.0094672,0.0094672
18,4880.7,1.55928,2.79063,1.692,0.17162,0.27167,0.1655,0.09109,1.4169,2.60505,1.62854,0.0094339,0.0094339,0.0094339
19,5130.99,1.54746,2.76942,1.688,0.16779,0.2633,0.15943,0.08844,1.49064,2.66601,1.69838,0.0094006,0.0094006,0.0094006
20,5381.16,1.54797,2.7677,1.68623,0.21183,0.31105,0.16546,0.09537,1.39283,2.49318,1.60503,0.0093673,0.0093673,0.0093673
21,5632.87,1.53219,2.74372,1.67412,0.21408,0.33664,0.17183,0.09535,1.4138,2.53094,1.65358,0.009334,0.009334,0.009334
22,5882.89,1.52289,2.70498,1.66415,0.21574,0.26409,0.19008,0.11169,1.38828,2.46746,1.62396,0.0093007,0.0093007,0.0093007
23,6132.87,1.5283,2.70669,1.66073,0.255,0.28956,0.19764,0.11187,1.38792,2.46253,1.61031,0.0092674,0.0092674,0.0092674
24,6383.7,1.51232,2.68387,1.65639,0.36067,0.24984,0.18667,0.1098,1.40624,2.50985,1.62289,0.0092341,0.0092341,0.0092341
25,6634.64,1.50403,2.63146,1.64338,0.2617,0.30982,0.20248,0.11528,1.37247,2.4503,1.59637,0.0092008,0.0092008,0.0092008
26,6886.33,1.49465,2.6384,1.6209,0.21826,0.30433,0.1987,0.11565,1.36349,2.43504,1.59364,0.0091675,0.0091675,0.0091675
27,7137.65,1.48916,2.63213,1.62727,0.23966,0.3054,0.20392,0.11957,1.36743,2.3549,1.57892,0.0091342,0.0091342,0.0091342
28,7388.41,1.48633,2.58468,1.61946,0.21519,0.31285,0.19498,0.11292,1.3527,2.4353,1.56182,0.0091009,0.0091009,0.0091009
29,7638.37,1.47706,2.60765,1.62288,0.24656,0.30657,0.21596,0.12354,1.35111,2.34777,1.56567,0.0090676,0.0090676,0.0090676
30,7889.69,1.47449,2.59286,1.62367,0.24642,0.31258,0.2264,0.12885,1.3615,2.36555,1.58579,0.0090343,0.0090343,0.0090343
31,8141.53,1.46616,2.55804,1.61191,0.29046,0.30455,0.22522,0.13399,1.33912,2.34771,1.54557,0.009001,0.009001,0.009001
32,8392.75,1.4532,2.51562,1.5953,0.23692,0.33408,0.21733,0.12788,1.35217,2.30477,1.55469,0.0089677,0.0089677,0.0089677
33,8643.39,1.4543,2.50882,1.5979,0.26952,0.349,0.23943,0.1407,1.34513,2.2454,1.56956,0.0089344,0.0089344,0.0089344
34,8894.68,1.44858,2.49747,1.59129,0.26439,0.33926,0.22548,0.13102,1.34426,2.33375,1.5572,0.0089011,0.0089011,0.0089011
35,9144.29,1.44496,2.48475,1.59126,0.26453,0.33239,0.23677,0.14096,1.33545,2.28724,1.54837,0.0088678,0.0088678,0.0088678
36,9392.13,1.44174,2.46074,1.58446,0.29363,0.37249,0.25079,0.14775,1.33679,2.24683,1.54046,0.0088345,0.0088345,0.0088345
37,9639.97,1.45114,2.44006,1.58625,0.27269,0.36694,0.25341,0.14989,1.30531,2.20763,1.51171,0.0088012,0.0088012,0.0088012
38,9885.65,1.4245,2.43032,1.5719,0.29582,0.35988,0.26687,0.15637,1.33275,2.18858,1.54616,0.0087679,0.0087679,0.0087679
39,10133.5,1.42429,2.41161,1.56747,0.28466,0.35153,0.26043,0.15239,1.31884,2.20093,1.52749,0.0087346,0.0087346,0.0087346
40,10381.8,1.42784,2.41169,1.58135,0.29213,0.35408,0.27124,0.16229,1.29832,2.1484,1.51941,0.0087013,0.0087013,0.0087013
41,10628.5,1.4251,2.37961,1.56944,0.33103,0.34367,0.28759,0.16985,1.29991,2.12064,1.51105,0.008668,0.008668,0.008668
42,10876,1.4263,2.3721,1.57173,0.33494,0.35717,0.28933,0.17148,1.31799,2.14057,1.54054,0.0086347,0.0086347,0.0086347
43,11123.3,1.41069,2.36334,1.54835,0.34269,0.3752,0.29313,0.17246,1.30868,2.09119,1.50688,0.0086014,0.0086014,0.0086014
44,11372.9,1.41569,2.36878,1.55705,0.33152,0.35886,0.28219,0.16825,1.29151,2.11267,1.5136,0.0085681,0.0085681,0.0085681
45,11621.3,1.40247,2.33477,1.54867,0.33365,0.34494,0.29359,0.17585,1.30845,2.11857,1.52028,0.0085348,0.0085348,0.0085348
46,11866.3,1.41164,2.33918,1.55103,0.38227,0.35566,0.30854,0.18336,1.28917,2.08335,1.4948,0.0085015,0.0085015,0.0085015
47,12111.8,1.39319,2.31696,1.54037,0.34279,0.39579,0.30501,0.18532,1.28178,2.07224,1.4946,0.0084682,0.0084682,0.0084682
48,12359.2,1.38915,2.30738,1.53068,0.34717,0.38247,0.30868,0.18677,1.27468,2.0373,1.49339,0.0084349,0.0084349,0.0084349
49,12609,1.38683,2.27699,1.53197,0.37773,0.3611,0.31325,0.19654,1.28398,2.05261,1.49948,0.0084016,0.0084016,0.0084016
50,12856.8,1.39523,2.27845,1.53796,0.35534,0.40355,0.323,0.19238,1.26989,2.00351,1.47017,0.0083683,0.0083683,0.0083683
51,13101,1.39088,2.28086,1.53188,0.38846,0.37823,0.32901,0.19936,1.27554,2.03374,1.48742,0.008335,0.008335,0.008335
52,13348.1,1.38337,2.24056,1.52316,0.39776,0.37341,0.32841,0.20083,1.26098,1.99207,1.47684,0.0083017,0.0083017,0.0083017
53,13595.1,1.37259,2.23187,1.51665,0.35926,0.39734,0.33372,0.20717,1.25921,1.94481,1.47363,0.0082684,0.0082684,0.0082684
54,13843.5,1.37871,2.21516,1.50975,0.39469,0.37975,0.33413,0.20497,1.25893,1.967,1.47285,0.0082351,0.0082351,0.0082351
55,14090.3,1.35927,2.19872,1.49999,0.38363,0.3961,0.33384,0.20555,1.25841,1.95942,1.46036,0.0082018,0.0082018,0.0082018
56,14336.8,1.36112,2.18465,1.50591,0.39981,0.39192,0.34921,0.21499,1.25757,1.94742,1.46777,0.0081685,0.0081685,0.0081685
57,14582.9,1.35709,2.16172,1.48958,0.39597,0.39988,0.34936,0.21851,1.24708,1.92425,1.45072,0.0081352,0.0081352,0.0081352
58,14828.3,1.36341,2.20094,1.50061,0.40792,0.39717,0.35189,0.21775,1.24861,1.90883,1.44391,0.0081019,0.0081019,0.0081019
59,15074.9,1.35083,2.16846,1.4877,0.39678,0.41477,0.35582,0.22128,1.23668,1.90275,1.44274,0.0080686,0.0080686,0.0080686
60,15323.6,1.3466,2.15594,1.49312,0.38778,0.42013,0.34806,0.21371,1.25236,1.92695,1.45813,0.0080353,0.0080353,0.0080353
61,15572.9,1.3574,2.15359,1.50004,0.39459,0.39687,0.35117,0.21791,1.23381,1.90427,1.4461,0.008002,0.008002,0.008002
62,15818,1.33901,2.13028,1.47758,0.40488,0.40894,0.36494,0.22261,1.2346,1.87107,1.43698,0.0079687,0.0079687,0.0079687
63,16063.5,1.34407,2.13471,1.49112,0.39392,0.4006,0.35838,0.22151,1.23719,1.89287,1.44339,0.0079354,0.0079354,0.0079354
64,16309.4,1.33947,2.11627,1.48598,0.45315,0.39275,0.38637,0.23961,1.24604,1.84498,1.45434,0.0079021,0.0079021,0.0079021
65,16558.6,1.32617,2.09287,1.4748,0.44415,0.41051,0.37094,0.23212,1.23441,1.86194,1.43611,0.0078688,0.0078688,0.0078688
66,16805.6,1.32415,2.07967,1.47341,0.44379,0.39579,0.37222,0.23726,1.22128,1.84064,1.42693,0.0078355,0.0078355,0.0078355
67,17053.1,1.3368,2.09329,1.47411,0.4193,0.4138,0.3723,0.2326,1.22681,1.87655,1.43286,0.0078022,0.0078022,0.0078022
68,17303.2,1.33387,2.07257,1.47509,0.41907,0.43819,0.38132,0.23779,1.23274,1.84317,1.43899,0.0077689,0.0077689,0.0077689
69,17549.5,1.32121,2.05613,1.46601,0.42935,0.41665,0.38181,0.23765,1.22985,1.84544,1.43088,0.0077356,0.0077356,0.0077356
70,17798.6,1.31298,2.02407,1.45962,0.44227,0.42066,0.39427,0.24509,1.23163,1.83364,1.43441,0.0077023,0.0077023,0.0077023
71,18047.2,1.31907,2.04233,1.46226,0.42355,0.45135,0.38438,0.24044,1.22879,1.82625,1.43107,0.007669,0.007669,0.007669
72,18294.4,1.3163,2.02681,1.46529,0.4275,0.45983,0.3993,0.24888,1.22778,1.82792,1.42333,0.0076357,0.0076357,0.0076357
73,18539.8,1.30625,2.03644,1.45068,0.43314,0.45093,0.39494,0.24586,1.21609,1.8052,1.41989,0.0076024,0.0076024,0.0076024
74,18785.3,1.29568,1.98728,1.44273,0.46197,0.44005,0.4024,0.25274,1.21952,1.79379,1.42337,0.0075691,0.0075691,0.0075691
75,18992.9,1.30808,2.00547,1.44354,0.42724,0.47294,0.40506,0.25783,1.22184,1.79152,1.4158,0.0075358,0.0075358,0.0075358
76,19108.4,1.29677,1.9986,1.43782,0.43842,0.45819,0.40255,0.25587,1.21718,1.78316,1.41217,0.0075025,0.0075025,0.0075025
77,19224,1.30054,2.0187,1.44315,0.4613,0.42914,0.40249,0.2555,1.21206,1.78167,1.40791,0.0074692,0.0074692,0.0074692
78,19339.8,1.28553,1.9848,1.43543,0.4186,0.47247,0.3967,0.252,1.21012,1.79928,1.41623,0.0074359,0.0074359,0.0074359
79,19455.9,1.29691,1.96083,1.44137,0.43553,0.44005,0.39546,0.25284,1.21559,1.78023,1.41385,0.0074026,0.0074026,0.0074026
80,19571.9,1.28858,1.97062,1.43447,0.44955,0.45538,0.4137,0.26128,1.21467,1.76965,1.41645,0.0073693,0.0073693,0.0073693
81,19687.9,1.28431,1.95284,1.43602,0.45052,0.45705,0.40962,0.25803,1.22274,1.79868,1.42103,0.007336,0.007336,0.007336
82,19804.8,1.28939,1.94942,1.43587,0.43863,0.45409,0.40628,0.25954,1.21049,1.78727,1.41285,0.0073027,0.0073027,0.0073027
83,19922.4,1.30461,1.95399,1.43529,0.45032,0.45742,0.41547,0.26311,1.22083,1.7752,1.41354,0.0072694,0.0072694,0.0072694
84,20038.8,1.29087,1.9304,1.43173,0.4158,0.47363,0.41589,0.2671,1.21388,1.76096,1.40929,0.0072361,0.0072361,0.0072361
85,20155.7,1.28225,1.92928,1.42224,0.46593,0.44068,0.41805,0.26641,1.21012,1.75555,1.40647,0.0072028,0.0072028,0.0072028
86,20269.9,1.28482,1.93441,1.42701,0.43659,0.45135,0.41622,0.2679,1.22058,1.7629,1.41482,0.0071695,0.0071695,0.0071695
87,20386.1,1.28181,1.93309,1.42222,0.43772,0.46898,0.42002,0.2679,1.20338,1.74393,1.40207,0.0071362,0.0071362,0.0071362
88,20501.9,1.26984,1.90024,1.40792,0.43143,0.46546,0.418,0.26772,1.20941,1.73799,1.39882,0.0071029,0.0071029,0.0071029
89,20616.4,1.27416,1.88327,1.42187,0.43353,0.47385,0.42668,0.27082,1.20703,1.74022,1.4026,0.0070696,0.0070696,0.0070696
90,20733.6,1.26428,1.90168,1.40912,0.44351,0.45753,0.42566,0.27296,1.20839,1.73357,1.40476,0.0070363,0.0070363,0.0070363
91,20850.3,1.26232,1.88434,1.41062,0.46766,0.45342,0.43015,0.2783,1.20365,1.71701,1.40181,0.007003,0.007003,0.007003
92,20966.7,1.27514,1.89444,1.41606,0.47003,0.45537,0.43891,0.27953,1.19588,1.72053,1.39615,0.0069697,0.0069697,0.0069697
93,21084.2,1.25874,1.87667,1.40301,0.46556,0.46653,0.44013,0.27962,1.19845,1.70798,1.40055,0.0069364,0.0069364,0.0069364
94,21202.6,1.25881,1.84433,1.40206,0.45551,0.46446,0.43343,0.27843,1.19754,1.71188,1.40502,0.0069031,0.0069031,0.0069031
95,21318.8,1.26558,1.84814,1.40435,0.46398,0.45593,0.43276,0.27942,1.20394,1.7315,1.40364,0.0068698,0.0068698,0.0068698
96,21434.4,1.25735,1.83809,1.40155,0.45416,0.47131,0.44134,0.28373,1.20054,1.73039,1.4043,0.0068365,0.0068365,0.0068365
97,21549.3,1.25364,1.83112,1.39997,0.44652,0.48416,0.44168,0.283,1.19592,1.72679,1.40113,0.0068032,0.0068032,0.0068032
98,21666.1,1.2442,1.83248,1.38594,0.43948,0.4716,0.4412,0.28219,1.19862,1.72948,1.39546,0.0067699,0.0067699,0.0067699
99,21780.6,1.24218,1.82389,1.38395,0.4277,0.48422,0.43965,0.28177,1.19881,1.71873,1.39211,0.0067366,0.0067366,0.0067366
100,21895.2,1.24702,1.82866,1.38898,0.45655,0.43745,0.43496,0.28067,1.19728,1.72317,1.38956,0.0067033,0.0067033,0.0067033
101,22012.3,1.24531,1.79673,1.39452,0.50338,0.42546,0.43889,0.28079,1.20492,1.72726,1.39556,0.00667,0.00667,0.00667
102,22128.3,1.24705,1.80913,1.38923,0.48621,0.43287,0.43552,0.27939,1.2062,1.71879,1.39638,0.0066367,0.0066367,0.0066367
103,22244.7,1.24178,1.79475,1.37671,0.45518,0.46434,0.43823,0.28176,1.20005,1.71771,1.38919,0.0066034,0.0066034,0.0066034
104,22360.8,1.24798,1.79214,1.38787,0.4608,0.46675,0.43994,0.28175,1.20675,1.71376,1.39289,0.0065701,0.0065701,0.0065701
105,22477.2,1.23529,1.77407,1.38176,0.44463,0.47198,0.42342,0.27238,1.20494,1.77588,1.38973,0.0065368,0.0065368,0.0065368
106,22593.8,1.24317,1.78779,1.3895,0.46395,0.46323,0.43078,0.27671,1.20359,1.76365,1.39112,0.0065035,0.0065035,0.0065035
107,22709.5,1.23775,1.76776,1.37709,0.48128,0.45968,0.43347,0.27874,1.20187,1.75864,1.38698,0.0064702,0.0064702,0.0064702
108,22823.9,1.23564,1.74607,1.37537,0.48635,0.4547,0.4328,0.27574,1.20233,1.76369,1.38654,0.0064369,0.0064369,0.0064369
109,22938.9,1.22157,1.73937,1.37279,0.46317,0.46606,0.43555,0.27786,1.20309,1.76172,1.38795,0.0064036,0.0064036,0.0064036
110,23053.3,1.23563,1.75813,1.37384,0.4626,0.4608,0.43512,0.27772,1.20079,1.75711,1.38679,0.0063703,0.0063703,0.0063703
111,23168.1,1.2132,1.73328,1.36747,0.46243,0.46623,0.43648,0.27888,1.20201,1.74731,1.38654,0.006337,0.006337,0.006337
112,23285.3,1.22215,1.7358,1.36493,0.46103,0.46754,0.43259,0.27565,1.20514,1.7656,1.38704,0.0063037,0.0063037,0.0063037
113,23401.4,1.22095,1.72783,1.37043,0.46414,0.46982,0.43435,0.27703,1.20976,1.76415,1.39122,0.0062704,0.0062704,0.0062704
114,23518,1.21677,1.74177,1.36855,0.47183,0.45776,0.43516,0.27707,1.20687,1.76896,1.38844,0.0062371,0.0062371,0.0062371
115,23634,1.21323,1.71711,1.36602,0.4559,0.47826,0.43026,0.27502,1.20638,1.79246,1.38905,0.0062038,0.0062038,0.0062038
116,23749.9,1.21098,1.71908,1.36629,0.45682,0.47671,0.43225,0.27668,1.20394,1.77764,1.38656,0.0061705,0.0061705,0.0061705
117,23865.8,1.21595,1.70346,1.36615,0.45558,0.48236,0.43321,0.27711,1.20627,1.77317,1.3893,0.0061372,0.0061372,0.0061372
118,23982.6,1.2228,1.70691,1.36189,0.4485,0.48432,0.43258,0.27731,1.20484,1.7692,1.38675,0.0061039,0.0061039,0.0061039
119,24096.7,1.2015,1.67588,1.34189,0.44744,0.48546,0.43363,0.27954,1.20398,1.76635,1.38647,0.0060706,0.0060706,0.0060706
120,24212.6,1.20787,1.68051,1.3579,0.45149,0.47732,0.43308,0.27789,1.20477,1.7738,1.38744,0.0060373,0.0060373,0.0060373
121,24328.1,1.2022,1.68626,1.3592,0.46263,0.46113,0.43534,0.27927,1.20672,1.777,1.38732,0.006004,0.006004,0.006004
122,24442.8,1.20318,1.6818,1.35244,0.46689,0.46075,0.43478,0.279,1.20572,1.78088,1.38604,0.0059707,0.0059707,0.0059707
123,24560.2,1.21055,1.66444,1.34893,0.47197,0.46448,0.43293,0.27854,1.20377,1.77855,1.38451,0.0059374,0.0059374,0.0059374
124,24676.2,1.19988,1.65014,1.34176,0.45979,0.46871,0.43389,0.28023,1.20059,1.7711,1.38069,0.0059041,0.0059041,0.0059041
125,24792,1.19416,1.64841,1.33807,0.45731,0.46656,0.4334,0.27869,1.20191,1.77023,1.38157,0.0058708,0.0058708,0.0058708
126,24908.9,1.19323,1.64807,1.34296,0.47168,0.46061,0.43621,0.27974,1.1973,1.76553,1.37855,0.0058375,0.0058375,0.0058375
127,25025.7,1.19567,1.65576,1.34049,0.47626,0.46071,0.43563,0.28005,1.19389,1.75489,1.37601,0.0058042,0.0058042,0.0058042
128,25142.1,1.19748,1.65336,1.34731,0.46851,0.46138,0.4374,0.28136,1.19578,1.7555,1.3761,0.0057709,0.0057709,0.0057709
129,25258.3,1.18394,1.62412,1.3321,0.46838,0.46013,0.43767,0.28227,1.19668,1.75381,1.37592,0.0057376,0.0057376,0.0057376
130,25372.9,1.1765,1.61905,1.33357,0.47221,0.46311,0.43627,0.28135,1.19673,1.75543,1.37642,0.0057043,0.0057043,0.0057043
131,25488.5,1.18395,1.62255,1.33156,0.46575,0.47696,0.43742,0.28135,1.19675,1.75336,1.37539,0.005671,0.005671,0.005671
132,25603.3,1.1817,1.61588,1.34536,0.47951,0.46971,0.43634,0.28229,1.1976,1.74945,1.37693,0.0056377,0.0056377,0.0056377
133,25717.9,1.18717,1.60296,1.33716,0.46876,0.47702,0.43898,0.28437,1.19897,1.74712,1.37788,0.0056044,0.0056044,0.0056044
134,25834.9,1.17391,1.59676,1.32682,0.46609,0.47164,0.44038,0.28473,1.19897,1.74694,1.37786,0.0055711,0.0055711,0.0055711
135,25950.7,1.17718,1.60765,1.33171,0.46616,0.47218,0.44077,0.28505,1.19868,1.74469,1.37705,0.0055378,0.0055378,0.0055378
136,26067,1.19346,1.58776,1.34179,0.46902,0.47116,0.43868,0.28544,1.1976,1.74807,1.37531,0.0055045,0.0055045,0.0055045
137,26182.9,1.16012,1.57086,1.31737,0.46913,0.47342,0.43921,0.28526,1.19786,1.74603,1.37546,0.0054712,0.0054712,0.0054712
138,26299.8,1.17471,1.58426,1.32219,0.46428,0.42325,0.40956,0.26625,1.20318,1.84796,1.38079,0.0054379,0.0054379,0.0054379
139,26416.1,1.17699,1.59312,1.32651,0.45068,0.42969,0.40957,0.26722,1.20221,1.8479,1.38083,0.0054046,0.0054046,0.0054046
140,26532.6,1.18382,1.60499,1.33447,0.43403,0.44385,0.4099,0.26711,1.19994,1.84931,1.37883,0.0053713,0.0053713,0.0053713
141,26647.3,1.17126,1.57115,1.32735,0.43731,0.44807,0.4099,0.26669,1.19994,1.84661,1.37798,0.005338,0.005338,0.005338
142,26763,1.16849,1.58151,1.32347,0.43521,0.45311,0.41002,0.26701,1.19949,1.84555,1.3772,0.0053047,0.0053047,0.0053047
143,26878,1.14919,1.54828,1.31428,0.43029,0.45898,0.40999,0.26635,1.2003,1.84658,1.37798,0.0052714,0.0052714,0.0052714
144,26992.5,1.17953,1.56873,1.32894,0.43097,0.45996,0.40933,0.26688,1.20043,1.85189,1.37842,0.0052381,0.0052381,0.0052381
145,27109,1.16381,1.5399,1.32144,0.43523,0.4547,0.41,0.26782,1.2016,1.85745,1.37932,0.0052048,0.0052048,0.0052048
146,27225.7,1.15832,1.54134,1.31221,0.43452,0.45329,0.40934,0.26728,1.20099,1.8604,1.37837,0.0051715,0.0051715,0.0051715
147,27341.6,1.15554,1.54027,1.31397,0.43493,0.45463,0.40928,0.26719,1.20366,1.86075,1.3811,0.0051382,0.0051382,0.0051382
148,27457.6,1.15277,1.54187,1.30242,0.42242,0.46213,0.4086,0.26566,1.20132,1.86195,1.37744,0.0051049,0.0051049,0.0051049
149,27573.2,1.16241,1.51815,1.31657,0.4275,0.46159,0.40898,0.26506,1.20222,1.86239,1.37855,0.0050716,0.0050716,0.0050716
150,27689.3,1.14802,1.50332,1.30056,0.38141,0.45701,0.38146,0.24707,1.21364,1.95992,1.38622,0.0050383,0.0050383,0.0050383
151,27806.3,1.14608,1.51105,1.30453,0.38378,0.45427,0.38131,0.24736,1.21471,1.95988,1.38648,0.005005,0.005005,0.005005
152,27920.7,1.14772,1.49106,1.2969,0.38347,0.45497,0.38147,0.24766,1.21558,1.95982,1.38622,0.0049717,0.0049717,0.0049717
153,28035.8,1.14795,1.50747,1.30576,0.3864,0.45519,0.38201,0.24792,1.21587,1.96018,1.38652,0.0049384,0.0049384,0.0049384
154,28151.1,1.1409,1.48268,1.30035,0.38976,0.45607,0.38306,0.24789,1.21608,1.96288,1.386,0.0049051,0.0049051,0.0049051
155,28266.5,1.1439,1.47676,1.29928,0.39472,0.45074,0.38365,0.24808,1.21601,1.9631,1.38578,0.0048718,0.0048718,0.0048718
156,28382,1.14723,1.50999,1.29884,0.39728,0.45019,0.38332,0.24745,1.21511,1.95932,1.38505,0.0048385,0.0048385,0.0048385
157,28498.7,1.13367,1.46333,1.29478,0.39625,0.44895,0.383,0.24785,1.21479,1.96115,1.38475,0.0048052,0.0048052,0.0048052
158,28615.5,1.1488,1.47073,1.29862,0.39449,0.45215,0.38253,0.24785,1.21435,1.96802,1.38513,0.0047719,0.0047719,0.0047719
159,28731.6,1.14073,1.4756,1.30065,0.39515,0.45202,0.38276,0.24767,1.21377,1.96789,1.38483,0.0047386,0.0047386,0.0047386
160,28847.6,1.13769,1.43727,1.28939,0.39768,0.45077,0.38184,0.24733,1.21235,1.97002,1.38382,0.0047053,0.0047053,0.0047053
161,28964.7,1.12961,1.46188,1.28995,0.40209,0.43834,0.38138,0.24747,1.21245,1.97115,1.38449,0.004672,0.004672,0.004672
162,29081.4,1.13998,1.47439,1.29444,0.40448,0.44612,0.38149,0.24738,1.21294,1.97297,1.38512,0.0046387,0.0046387,0.0046387
163,29196.8,1.119,1.4358,1.28462,0.4043,0.4459,0.38157,0.24818,1.21235,1.97335,1.3849,0.0046054,0.0046054,0.0046054
164,29311.5,1.12774,1.44909,1.29121,0.40459,0.43164,0.3808,0.2474,1.21261,1.98133,1.38553,0.0045721,0.0045721,0.0045721
165,29426.5,1.12339,1.46785,1.28299,0.40241,0.44546,0.38127,0.24784,1.21259,1.97899,1.38525,0.0045388,0.0045388,0.0045388
166,29541.6,1.12175,1.44224,1.28726,0.40177,0.44755,0.38095,0.24736,1.21187,1.98074,1.38532,0.0045055,0.0045055,0.0045055
167,29658.2,1.13142,1.4325,1.28825,0.40164,0.44532,0.38049,0.24726,1.21269,1.98275,1.38639,0.0044722,0.0044722,0.0044722
168,29775.2,1.12308,1.42539,1.2836,0.40285,0.43623,0.38006,0.24654,1.21368,1.98742,1.38735,0.0044389,0.0044389,0.0044389
169,29891.3,1.117,1.42541,1.28632,0.39596,0.4433,0.37873,0.24621,1.21329,1.98701,1.38728,0.0044056,0.0044056,0.0044056
170,30007.6,1.12011,1.42101,1.27331,0.4042,0.43001,0.37923,0.246,1.21386,1.99097,1.38758,0.0043723,0.0043723,0.0043723
171,30124.6,1.11841,1.40284,1.27675,0.40559,0.43418,0.37865,0.24621,1.21435,1.99107,1.38807,0.004339,0.004339,0.004339
172,30241.2,1.10971,1.38768,1.27614,0.40249,0.43662,0.38029,0.24665,1.21482,1.99316,1.38839,0.0043057,0.0043057,0.0043057
173,30357.8,1.10661,1.39771,1.26673,0.40278,0.43368,0.3801,0.24664,1.21526,1.99353,1.38917,0.0042724,0.0042724,0.0042724
174,30473.4,1.11247,1.38148,1.26916,0.40681,0.43306,0.37997,0.2469,1.21619,1.99631,1.38924,0.0042391,0.0042391,0.0042391
175,30588.1,1.1014,1.38175,1.26431,0.40628,0.43092,0.37967,0.24646,1.21695,1.99762,1.39014,0.0042058,0.0042058,0.0042058
176,30703.6,1.11591,1.37747,1.27598,0.4038,0.43361,0.38033,0.247,1.21755,2.00147,1.39065,0.0041725,0.0041725,0.0041725
177,30819.1,1.10818,1.39148,1.2739,0.40212,0.43723,0.38012,0.24662,1.21797,2.00189,1.39101,0.0041392,0.0041392,0.0041392
178,30933.5,1.10137,1.37253,1.26594,0.39847,0.43658,0.37963,0.24629,1.21836,2.00411,1.39075,0.0041059,0.0041059,0.0041059
179,31050.6,1.11367,1.38122,1.27834,0.39918,0.43839,0.37934,0.24607,1.2185,2.0059,1.39047,0.0040726,0.0040726,0.0040726
180,31167.5,1.10769,1.36584,1.26985,0.39831,0.43883,0.37908,0.24616,1.21901,2.00707,1.39146,0.0040393,0.0040393,0.0040393
181,31283.9,1.09726,1.37005,1.2633,0.39762,0.43973,0.37879,0.24615,1.21943,2.0064,1.39216,0.004006,0.004006,0.004006
182,31401.4,1.09696,1.34262,1.26557,0.39832,0.44016,0.37882,0.24648,1.21945,2.00703,1.39236,0.0039727,0.0039727,0.0039727
183,31517.9,1.10312,1.33671,1.26713,0.39864,0.44125,0.37835,0.24576,1.21959,2.00881,1.39254,0.0039394,0.0039394,0.0039394
184,31634.7,1.08782,1.34983,1.25452,0.39737,0.43787,0.37885,0.24623,1.21934,2.00901,1.39248,0.0039061,0.0039061,0.0039061
