epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,45550.7,1.13564,1.39322,1.30889,2e-05,0.00667,0,0,1.09497,inf,1.42688,0.00461637,0.00461637,0.00461637
33,46569.8,1.12806,1.37683,1.30098,2e-05,0.00599,0,0,1.11879,inf,1.44949,0.004604,0.004604,0.004604
34,47584.1,1.1272,1.36476,1.30343,2e-05,0.00633,0,0,1.26653,inf,1.62772,0.00459163,0.00459163,0.00459163
35,48598.5,1.11914,1.34625,1.29605,2e-05,0.00444,0,0,1.25594,inf,1.61875,0.00457925,0.00457925,0.00457925
36,49611.5,1.11641,1.33391,1.29385,2e-05,0.00444,0,0,1.24022,inf,1.59972,0.00456687,0.00456687,0.00456687
37,50629.1,1.11264,1.33028,1.28929,2e-05,0.00444,0,0,1.22888,inf,1.5896,0.0045545,0.0045545,0.0045545
38,51624.6,nan,nan,nan,0.06713,0.36494,0.03862,0.02511,nan,nan,nan,0.00454213,0.00454213,0.00454213
39,53585.9,1.12687,1.43264,1.32598,2e-05,0.00643,0,0,1.13353,inf,1.4767,0.00452975,0.00452975,0.00452975
40,54614.7,1.18207,1.5568,1.35426,2e-05,0.0053,0,0,1.13082,inf,1.46977,0.00451737,0.00451737,0.00451737
41,55645.4,1.18301,1.55351,1.35799,2e-05,0.00575,0,0,1.13008,inf,1.4634,0.004505,0.004505,0.004505
42,56674.5,1.17753,1.5353,1.35023,2e-05,0.00525,0,0,1.12921,inf,1.4582,0.00449263,0.00449263,0.00449263
43,57704.4,1.17304,1.52147,1.34719,6e-05,0.00625,0,0,1.12956,inf,1.45268,0.00448025,0.00448025,0.00448025
44,58727.5,1.16366,1.49597,1.33506,2e-05,0.00584,0,0,1.1287,inf,1.45099,0.00446788,0.00446788,0.00446788
45,59742,1.16079,1.48069,1.33376,0.00016,0.00602,0,0,1.13032,inf,1.45305,0.0044555,0.0044555,0.0044555
46,60758.2,1.15405,1.45803,1.33126,3e-05,0.00596,0,0,1.1369,inf,1.45958,0.00444313,0.00444313,0.00444313
47,61776.1,1.14936,1.44787,1.32142,2e-05,0.00551,0,0,1.13908,inf,1.46353,0.00443075,0.00443075,0.00443075
48,62795.9,1.14527,1.43135,1.31976,2e-05,0.00525,0,0,1.13522,inf,1.45958,0.00441838,0.00441838,0.00441838
49,63824.1,1.13444,1.40853,1.31162,2e-05,0.0053,0,0,1.12614,inf,1.45165,0.004406,0.004406,0.004406
50,64859.2,1.13526,1.39204,1.31378,2e-05,0.00535,0,0,1.13309,inf,1.46674,0.00439362,0.00439362,0.00439362
51,65889.7,1.13214,1.38082,1.30475,2e-05,0.00616,0,0,1.15861,inf,1.50806,0.00438125,0.00438125,0.00438125
52,66927.6,1.12296,1.36348,1.29822,2e-05,0.00521,0,0,1.17265,inf,1.52972,0.00436888,0.00436888,0.00436888
53,67973.8,1.12292,1.34672,1.29579,1e-05,0.00268,0,0,1.2719,inf,1.64485,0.0043565,0.0043565,0.0043565
54,69010.1,1.11525,1.33427,1.28909,1e-05,0.0031,0,0,1.39998,inf,1.78364,0.00434412,0.00434412,0.00434412
